"","MFCC.Overall.Standard.Deviation0","MFCC.Overall.Standard.Deviation1","MFCC.Overall.Standard.Deviation2","MFCC.Overall.Standard.Deviation3","MFCC.Overall.Standard.Deviation4","MFCC.Overall.Standard.Deviation5","MFCC.Overall.Standard.Deviation6","MFCC.Overall.Standard.Deviation7","MFCC.Overall.Standard.Deviation8","MFCC.Overall.Standard.Deviation9","MFCC.Overall.Standard.Deviation10","MFCC.Overall.Standard.Deviation11","MFCC.Overall.Standard.Deviation12","MFCC.Overall.Average0","MFCC.Overall.Average1","MFCC.Overall.Average2","MFCC.Overall.Average3","MFCC.Overall.Average4","MFCC.Overall.Average5","MFCC.Overall.Average6","MFCC.Overall.Average7","MFCC.Overall.Average8","MFCC.Overall.Average9","MFCC.Overall.Average10","MFCC.Overall.Average11","MFCC.Overall.Average12","CLASS"
"364",6.079,1.181,2.459,2.66,1.37,1.436,2.063,1.946,1.908,1.283,1.112,1.282,0.8749,-199.7,19.45,1.922,1.87,4.899,4.036,-0.4295,2.298,-0.1559,0.7136,-1.121,0.6647,-0.9286,0
"365",7.051,1.46,2.964,3.139,1.429,1.527,1.828,2.618,1.706,1.355,1.174,1.322,0.9004,-189.1,20.17,3.333,3.01,4.44,3.752,0.3645,1.724,0.469,0.6897,-0.4855,0.6654,-0.7728,0
"366",5.246,1.049,2.273,2.561,1.392,1.502,1.824,1.903,1.993,1.17,1.108,1.302,0.9131,-182.7,18.75,0.1006,-0.1353,5.059,3.897,-1.212,4.077,-0.5474,1.617,-0.9806,0.5679,-0.8456,0
"367",4.043,0.7303,1.825,2.476,1.322,1.822,2.108,1.433,2.243,1.241,1.17,1.689,0.9086,-171.6,18.86,-1.303,-3.039,4.381,1.421,-3.201,4.739,-3.748,0.422,-0.4515,-1.525,-0.8046,0
"368",10.46,1.253,2.625,2.999,1.528,1.576,1.928,2.233,1.772,1.313,1.159,1.451,0.8802,-212,19.91,1.409,0.1887,3.381,2.495,-0.1662,4.223,-1.744,-0.1074,-0.1723,-0.6822,-0.7116,0
"369",6.145,0.8486,2.328,2.895,1.361,1.681,2.175,1.888,2.05,1.23,1.209,1.331,0.9118,-173,19.08,-0.2528,-1.017,5.029,3.268,-1.091,4.939,-2.175,0.7631,-0.1537,0.4294,-0.9012,0
"370",5.515,0.9419,2.238,2.752,1.411,1.797,2.192,1.734,2.322,1.207,1.141,1.517,0.8775,-177.4,18.85,-0.218,-1.045,4.52,3.028,-1.434,4.263,-1.973,0.6511,-0.3162,0.4832,-0.6817,0
"371",4.573,0.8197,2.011,2.444,1.251,1.486,1.893,1.765,1.738,1.226,1.085,1.374,0.8357,-160.6,18.39,-2.3,-3.052,5.948,3.11,-3.354,5.711,-2.777,1.996,-0.649,-0.1261,-0.6079,0
"372",4.408,0.6257,1.219,1.334,1.216,1.136,1.196,1.371,1.068,1.174,1.012,1.026,0.8567,-186.3,18.8,-2.216,-4.195,4.705,1.289,-3.965,5.654,-4.392,0.8712,-0.1962,-1.319,-0.2442,0
"373",7.246,1.469,2.494,2.766,1.825,2.075,1.898,2.056,2.04,1.386,1.273,1.629,0.9786,-187.7,18.85,0.1782,-1.021,2.887,1.733,-0.9965,3.862,-1.943,0.4542,0.3551,0.09817,-0.6231,1
"374",6.602,1.039,2.615,3.132,1.395,1.717,2.394,2.031,2.379,1.23,1.115,1.468,0.8831,-179.3,18.65,-0.8641,-1.375,5.415,3.209,-2.59,4.104,-2.065,1.291,-0.69,0.2237,-0.7966,0
"375",4.957,0.8327,1.89,2.299,1.254,1.439,1.789,1.701,1.764,1.19,1.041,1.353,0.8784,-184.7,18.29,-2.147,-3.292,5.838,2.57,-3.766,5.263,-2.901,1.977,-1.041,-0.6444,-0.7681,0
"376",7.765,1.196,3.191,3.828,1.377,1.927,2.614,2.271,2.798,1.275,1.135,1.435,0.9171,-207.1,18.83,1.024,0.2003,4.868,3.62,-0.017,3.325,-1.018,0.4221,-0.3769,1.059,-0.8347,0
"377",5.262,1.019,2.301,2.627,1.342,1.514,2.033,1.82,1.953,1.251,1.137,1.281,0.863,-187.9,18.86,-0.1102,-0.3106,5.211,3.779,-0.8066,4.412,-1.726,0.5431,-0.5773,0.8156,-1.061,0
"378",6.129,1.083,2.705,3.242,1.38,1.957,2.548,1.965,2.556,1.184,1.074,1.57,0.8443,-189,18.5,-0.2911,-1.137,4.872,3.2,-1.566,3.945,-1.952,0.9208,-0.228,0.6267,-1.282,0
"379",9.513,1.709,3.538,3.342,1.832,1.711,1.833,3.109,1.641,1.459,1.262,1.427,0.9744,-200.8,20.37,4.311,4.409,4.743,4.324,0.8551,0.6591,0.8045,0.2402,-1.151,0.676,-0.8309,0
"380",6.81,1.16,2.885,3.142,1.399,1.405,2.192,2.345,1.986,1.284,1.123,1.277,0.8406,-192.4,20.15,3.751,3.877,5.085,4.876,1.275,1.822,0.9859,0.433,-0.9655,0.9285,-0.9484,0
"381",8.204,1.051,2.377,2.829,1.379,1.671,2.224,1.783,2.208,1.144,1.129,1.323,0.8376,-189.1,18.52,-0.6819,-0.9358,5.107,3.45,-1.186,4.693,-1.996,0.8465,-0.5735,0.5299,-1.117,0
"382",5.929,0.8578,2.539,3.104,1.368,1.892,2.539,1.96,2.909,1.165,1.125,1.698,0.8737,-197.7,18.27,-1.21,-1.867,5.904,3.4,-2.747,4.42,-1.507,1.855,-1.187,0.182,-0.676,0
"383",9.232,1.567,3.538,3.971,1.489,1.765,2.496,2.73,2.448,1.351,1.233,1.282,0.9125,-203.9,19.28,3.173,3.242,5.22,4.802,1.01,1.555,1.252,0.6476,-0.8544,1.444,-0.8929,0
"384",5.108,0.9378,2.054,2.336,1.417,1.426,1.872,1.649,1.821,1.167,1.113,1.313,0.972,-180.5,19.39,1.024,0.5586,4.858,3.761,-0.5575,3.621,-0.8946,0.8602,-0.5993,0.6654,-0.7824,0
"385",11.13,1.586,3.962,4.047,1.633,1.445,2.902,3.011,2.662,1.398,1.257,1.31,0.8745,-220.1,19.63,5.458,5.731,5.012,5.351,1.811,-0.4073,2.779,0.4656,-1.583,1.431,-0.7246,0
"386",6.28,1.109,2.503,2.896,1.342,1.543,2.044,1.96,1.906,1.316,1.117,1.334,0.9398,-201.7,19.42,1.012,0.2453,4.619,2.603,-1.788,2.492,-1.581,1.032,-0.5818,0.3927,-0.1075,0
"387",6.128,1.003,2.634,3.201,1.307,1.835,2.424,2.223,2.582,1.283,1.141,1.596,0.9,-201.5,18.36,-0.4568,-0.9832,5.568,3.466,-1.938,4.152,-0.5132,2.321,-0.8392,0.4324,-0.7796,0
"388",252.2,8.143,3.548,3.713,2.112,2.338,2.326,2.545,2.216,1.266,1.271,1.916,1.065,-294.4,16.57,2.572,1.78,2.612,1.989,0.4032,1.857,-0.1303,-0.0395,-0.1165,0.03018,-0.9766,1
"389",7.407,1.074,2.386,2.644,1.412,1.469,1.928,1.85,1.904,1.25,1.189,1.222,0.8809,-225.3,19.7,2.318,2.071,4.886,3.738,-0.2233,2.256,-0.1379,1.011,-0.6805,0.7095,-0.9349,0
"390",8.025,1.265,3.42,3.908,1.397,1.842,2.661,2.637,2.658,1.349,1.124,1.453,0.8664,-210.6,19.31,2.129,1.941,5.6,4.577,0.2262,2.927,-0.4763,0.5824,-0.3529,1.361,-1.335,0
"391",4.794,0.9148,1.988,2.334,1.337,1.5,1.888,1.593,1.814,1.261,1.092,1.277,0.8745,-181,19.3,0.6511,0.05591,4.744,3.231,-1.281,3.443,-1.282,1.07,-0.4479,0.6265,-0.5657,0
"392",7.785,1.435,3.011,3.297,1.389,1.484,2.043,2.382,1.861,1.347,1.185,1.22,0.8562,-189.8,19.77,2.486,2.243,4.471,3.777,0.2101,2.524,0.3286,0.944,-0.6029,0.4374,-1.098,0
"393",5.599,0.9513,2.169,2.599,1.396,1.587,1.977,1.834,2.108,1.181,1.106,1.398,0.9475,-185.3,18.48,-1.346,-2.424,4.708,3.035,-1.386,5.12,-2.994,0.5366,-0.2356,0.7834,-0.6116,0
"394",6.956,1.35,2.743,2.788,1.736,1.594,1.871,2.412,1.856,1.281,1.221,1.288,0.8693,-218.8,20.36,5.237,4.928,4.48,4.357,1.858,0.2265,0.9082,-0.6418,-1.225,0.7418,-0.6058,0
"395",5.216,0.9842,1.946,2.31,1.377,1.513,1.789,1.634,1.691,1.224,1.124,1.349,0.9358,-185.1,18.1,-2.5,-3.928,4.475,2.062,-2.495,5.78,-3.857,0.7899,-0.3012,0.07937,-0.503,0
"396",5.772,0.97,2.569,3.18,1.276,1.86,2.294,1.91,2.364,1.224,1.14,1.429,0.9434,-171.6,19.16,-0.2245,-1.363,4.496,2.326,-2.019,4.218,-2.105,1.303,0.07654,0.1512,-0.2073,0
"397",6.446,2.576,2.71,2.551,1.791,1.384,1.496,1.424,1.312,1.116,1.007,1.15,0.8872,-238,16.32,-0.7833,-3.872,3.564,0.9269,-0.2266,4.551,-3.596,-1.107,2.05,1.695,0.2609,0
"398",7.507,1.508,3.249,3.617,1.336,1.484,2.084,2.593,1.922,1.436,1.281,1.282,0.9292,-227.4,19.57,3,2.303,4.438,3.49,0.2413,1.744,0.2145,0.4938,-0.4546,0.715,-0.3181,0
"399",8.078,1.462,2.765,2.649,1.663,1.501,1.695,2.422,1.469,1.343,1.193,1.318,0.9389,-218.6,20.12,3.694,3.402,4.412,4.015,0.4267,1.446,0.5673,0.507,-0.7873,0.6685,-0.9322,0
"400",5.569,0.9458,2.314,2.874,1.333,1.879,2.244,1.695,2.293,1.16,1.126,1.536,0.8953,-176.8,18.48,-1.574,-2.474,4.733,2.734,-1.853,5.393,-2.898,0.8193,-0.6538,-0.08093,-0.6229,0
"401",5.65,1.13,2.258,2.463,1.435,1.464,1.801,1.949,1.813,1.226,1.147,1.207,0.8901,-224.2,19.56,3.017,2.595,4.61,4.224,0.9552,2.239,0.2896,0.1221,-0.8142,0.9434,-0.7602,0
"402",13.64,1.69,3.01,2.735,2.756,2.189,2.086,2.241,1.79,1.353,1.522,1.58,0.9368,-183.3,21.34,7.951,8.304,4.554,5.013,3.144,-1.857,2.851,-0.5076,-1.549,0.6569,-0.6717,0
"403",4.851,0.9101,2.104,2.49,1.319,1.487,1.931,1.733,1.721,1.25,1.19,1.272,0.9164,-175.8,19.41,0.4696,-0.1357,5.257,3.676,-0.723,4.529,-1.528,0.8519,-0.3533,0.4831,-0.8018,0
"404",5.536,0.9783,2.417,2.947,1.372,1.741,2.25,1.717,2.229,1.19,1.132,1.283,0.9171,-183.4,18.59,-0.4098,-0.7812,5.362,3.727,-1.77,4.262,-0.9308,1.733,-0.9885,0.7123,-0.5102,0
"405",7.995,1.181,3.055,3.597,1.331,1.8,2.616,2.18,2.682,1.276,1.097,1.426,0.8753,-205.5,18.91,1.067,0.2483,4.956,3.787,-0.02886,3.451,-1.002,0.4104,-0.5757,0.9024,-0.9703,0
"406",5.073,0.7594,2.068,2.714,1.351,1.812,2.2,1.607,2.268,1.126,1.136,1.561,0.9356,-184.6,18.72,-1.589,-2.98,5.14,1.715,-4.041,4.179,-3.301,1.331,-1.019,-1.033,-0.4183,0
"407",16.34,2.15,3.526,3.677,2.082,1.374,2.431,2.137,2.069,1.198,1.151,1.256,0.8544,-221.5,19.42,3.324,2.097,3.245,2.404,0.04882,0.9403,0.2684,0.08353,-0.604,0.2383,-0.559,0
"408",5.413,0.8508,1.899,2.343,1.306,1.619,1.879,1.591,1.79,1.136,1.092,1.353,0.8979,-171.2,19.24,-0.6497,-1.691,4.392,2.678,-1.684,5.506,-1.84,1.587,-0.1889,-0.4909,-0.911,0
"409",5.996,1.003,2.333,2.792,1.371,1.663,2.131,1.753,2.017,1.264,1.143,1.342,0.9432,-163.3,18.48,-1.253,-1.617,5.771,3.466,-2.725,4.559,-1.312,2.185,-1.308,0.2063,-0.3771,0
"410",6.22,1.11,2.51,2.853,1.273,1.493,1.972,1.942,1.988,1.266,1.075,1.291,0.8803,-201.2,19.64,1.5,0.7119,4.583,2.796,-1.541,2.282,-1.63,0.5593,-0.7774,0.2165,-0.5306,0
"411",4.897,0.8,1.824,2.207,1.284,1.459,1.771,1.494,1.65,1.134,1.1,1.243,0.9138,-170.5,19.33,-0.4148,-1.33,4.366,2.802,-1.412,5.408,-1.619,1.532,-0.2107,-0.4243,-0.9148,0
"412",7.345,1.268,2.857,3.1,1.449,1.441,1.858,2.33,1.689,1.326,1.246,1.208,0.875,-180,20.38,2.939,2.397,4.221,3.417,0.05087,2.276,-0.4314,0.3652,-0.4994,0.3416,-0.34,0
"413",4.729,0.8961,2.067,2.404,1.288,1.442,1.861,1.75,1.724,1.253,1.221,1.305,0.8685,-175.3,19.5,0.8578,0.3648,5.279,3.848,-0.4291,4.192,-1.294,0.7158,-0.4616,0.4635,-0.9097,0
"414",5.715,1.255,2.497,2.706,1.343,1.331,1.901,2.103,1.814,1.287,1.16,1.265,0.8492,-197.4,19.76,2.546,2.323,4.153,3.561,0.1847,2.454,0.6528,0.9983,-0.8621,0.04317,-1.159,0
"415",8.072,1.383,3.456,3.752,1.35,1.696,2.913,2.692,3.027,1.286,1.155,1.423,0.888,-230.6,18.16,1.605,1.771,5.647,5.334,0.3629,2.579,1.421,0.8875,-1.253,1.577,-0.8655,0
"416",8.052,1.312,3.502,3.84,1.38,1.587,2.533,2.9,2.416,1.352,1.125,1.267,0.8718,-207.3,19.78,3.205,3.387,5.497,4.766,0.4983,1.914,1.262,1.167,-1.77,0.28,-0.8757,0
"417",6.763,0.9444,2.058,2.471,1.514,2.128,1.546,1.942,2.178,1.258,1.426,1.475,1.042,-238,22.61,17.95,11.6,-6.67,-5.619,3.825,-2.522,4.26,0.7829,1.52,-5.455,-0.4428,0
"418",11.22,1.227,2.696,2.651,1.853,1.553,1.899,2.223,1.587,1.301,1.192,1.248,0.8542,-180.5,20.47,3.734,3.578,4.368,3.748,0.3201,1.287,0.3869,0.4227,-1.031,0.2934,-0.6132,0
"419",5.575,1.187,2.088,2.309,1.426,1.341,1.8,1.846,1.585,1.153,1.122,1.174,0.8861,-229.6,20.03,2.93,2.501,3.978,3.844,0.2447,2.386,-0.3086,-0.05694,-0.7396,0.3922,-0.8201,0
"420",4.829,0.845,2.072,2.555,1.291,1.647,2.03,1.639,2.045,1.167,1.058,1.392,0.8354,-179.9,19.27,-0.1404,-1.468,4.095,1.89,-2.026,4.383,-1.961,1.57,0.4457,-0.2026,-0.5169,0
"421",8.585,1.424,2.769,2.92,1.499,1.455,2.041,2.278,1.917,1.422,1.201,1.291,0.9513,-223,18.93,0.9966,0.6517,4.716,3.752,-0.8664,2.992,-0.6187,0.9075,-0.4989,1.034,-0.9103,0
"422",5.289,1.065,2.332,2.66,1.343,1.487,1.95,1.869,1.918,1.184,1.132,1.27,0.88,-182.2,18.73,-0.1265,-0.3949,5.19,3.757,-1.54,3.99,-0.6183,1.727,-0.7259,0.7734,-0.9049,0
"423",8.748,1.554,3.166,3.174,1.515,1.429,1.791,2.723,1.567,1.406,1.146,1.331,0.9443,-185.4,19.92,2.621,2.269,4.615,4.116,0.3362,2.73,-0.2309,0.2167,-0.8295,0.5834,-0.5989,0
"424",6.844,1.397,2.641,2.629,1.447,1.424,1.898,2.184,1.726,1.166,1.165,1.259,0.8632,-221.1,20.07,3.851,3.598,4.113,3.688,0.5984,1.316,0.6592,0.3085,-1.143,0.00306,-0.8225,0
"425",6.15,1.089,2.384,2.603,1.369,1.421,1.96,2.086,1.967,1.265,1.059,1.308,0.8537,-201.9,19.02,0.6827,0.3676,4.879,4.076,-0.7064,3.766,-0.8392,0.7235,-0.8447,0.821,-0.8667,0
"426",6.993,1.051,2.91,3.396,1.323,1.733,2.503,2.207,2.557,1.245,1.126,1.411,0.8265,-206,19.26,1.526,1.011,5.252,4.25,0.01759,3.045,-0.8649,0.5775,-0.4862,0.9167,-1.454,0
"427",10.38,1.546,3.275,3.033,2.167,1.887,2.005,2.587,1.8,1.426,1.259,1.458,0.9791,-201,21.08,6.325,6.349,4.253,4.423,2.22,-0.509,1.712,-0.2908,-1.009,0.7421,-0.7423,0
"428",4.666,0.7272,2.045,2.581,1.249,1.674,2.229,1.582,2.363,1.134,0.9937,1.536,0.8113,-178,19.06,-0.7536,-2.019,4.243,2.176,-2.181,5.107,-2.314,1.181,-0.3549,-1.181,-1.262,0
"429",4.316,0.7013,1.256,1.293,1.321,1.236,1.251,1.319,1.03,1.202,1.069,1.058,0.8978,-186.7,18.81,-2.161,-4.163,4.677,1.141,-3.666,5.779,-4.042,1.407,0.2177,-1.253,-0.2535,0
"430",6.727,1.184,2.843,3.173,1.341,1.535,2.118,2.352,1.939,1.388,1.109,1.264,0.8545,-201.7,19.77,2.159,1.655,5.143,4.21,0.0655,3.098,-0.6926,0.2521,-0.8188,0.6594,-0.6922,0
"431",6.331,0.8707,2.148,2.661,1.364,1.679,2.171,1.578,2.221,1.139,1.108,1.48,0.8989,-177,18.35,-1.634,-2.401,5.313,3.212,-2.026,5.261,-3.06,0.6804,-0.293,0.6559,-0.9584,0
"432",4.704,0.8254,1.982,2.446,1.315,1.583,1.951,1.724,2.034,1.153,1.111,1.431,0.8879,-182,18.87,-0.5337,-1.347,5.047,2.991,-2.173,4.508,-1.695,1.57,-0.5454,0.0395,-0.5711,0
"433",10.28,1.264,2.455,2.895,1.536,1.621,1.945,1.888,1.694,1.264,1.232,1.319,0.9548,-219.5,19.46,0.3876,-0.8469,4.079,2.371,-1.836,4.098,-1.843,0.8599,-0.2831,-0.5935,-0.5529,0
"434",4.806,0.8332,1.863,2.351,1.273,1.6,1.932,1.648,1.996,1.162,1.1,1.515,0.8002,-180.9,18.97,-0.6966,-1.677,4.995,3.117,-1.61,5.031,-2.55,0.8689,-0.199,0.3354,-0.8993,0
"435",158.5,5.765,2.484,2.612,1.777,2.056,1.718,1.976,2,1.473,1.32,1.679,1.31,-206.2,17.95,0.2258,-1.29,2.287,0.9035,-1.229,3.676,-2.353,0.4106,0.4184,-0.5588,-0.6457,1
"436",8.837,1.412,3.644,3.968,1.489,1.776,3.037,2.704,3.029,1.33,1.137,1.456,0.9274,-231.3,18.09,1.411,1.451,5.608,5.308,0.3109,2.827,1.079,0.8612,-1.167,1.614,-0.8797,0
"437",6.373,1.051,2.75,3.21,1.347,1.716,2.317,2.277,2.37,1.301,1.172,1.394,0.9027,-184.8,18.63,-0.6471,-1.255,4.285,2.801,-1.184,4.956,-1.642,1.423,-0.2306,-0.2328,-1.151,0
"438",6.303,1.041,2.716,3.11,1.342,1.562,2.276,2.315,2.253,1.282,1.114,1.314,0.8832,-184.5,18.64,-0.5102,-1.296,4.471,3.495,-0.752,5.175,-2.09,0.2978,-0.4841,0.462,-0.7743,0
"439",7.546,1.353,2.084,2.421,1.809,2.464,1.619,2.07,2.305,1.275,1.386,1.574,1.037,-241.3,21.11,16.9,10.42,-6.237,-5.595,2.816,-1.845,4.91,1.775,0.9098,-4.957,-0.338,0
"440",6.902,1.146,2.656,2.771,1.44,1.454,1.922,2.286,1.648,1.396,1.121,1.212,0.8618,-221.1,20.2,3.743,3.456,5.166,4.031,1.146,1.637,0.1862,0.2259,-0.8099,0.6611,-0.8735,0
"441",6.584,1.1,2.715,3.149,1.339,1.543,2.203,2.263,2.107,1.313,1.139,1.318,0.8003,-198.9,20.08,3.224,2.954,5.141,4.141,0.3706,1.954,0.08187,0.6284,-0.8061,0.6535,-0.9478,0
"442",5.484,1.067,2.138,2.368,1.403,1.395,1.738,1.883,1.674,1.225,1.222,1.254,0.8721,-223.4,19.89,3.331,2.968,4.608,4.197,1.268,1.795,0.1093,-0.05916,-0.7312,1.181,-0.6449,0
"443",5.68,1.059,2.209,2.543,1.307,1.431,1.848,2.073,1.759,1.29,1.105,1.265,0.8887,-201.4,19.77,1.942,1.425,4.813,3.655,-0.3996,2.919,-0.5357,0.7046,-0.797,0.2161,-0.9058,0
"444",10.3,1.11,2.366,2.399,1.705,1.577,1.962,1.905,1.795,1.182,1.188,1.254,0.8948,-220.3,20.71,4.859,4.667,3.951,3.774,0.819,0.4778,0.798,0.06209,-0.8887,0.4068,-0.6201,0
"445",6.773,1.122,2.605,2.911,1.405,1.508,2.13,2.112,2.059,1.312,1.187,1.296,0.9281,-185,19.41,1.179,0.9103,4.866,3.742,-0.6618,3.326,-0.575,0.9482,-0.9896,0.2982,-0.8459,0
"446",4.932,0.9193,1.859,2.138,1.348,1.393,1.735,1.747,1.716,1.243,1.148,1.221,0.8638,-192.9,18.75,0.2597,-0.1593,5.445,3.825,-1.11,3.833,-1.129,1.268,-0.895,0.6296,-1.167,0
"447",6.858,1.324,2.893,3.272,1.4,1.542,2.362,2.216,2.108,1.263,1.179,1.363,0.8934,-225.5,19.13,1.475,1.032,4.56,3.75,-0.606,2.878,-0.5306,0.6816,-0.6575,0.7344,-0.661,0
"448",9.148,1.261,3.365,3.695,1.434,1.644,2.609,2.792,2.399,1.445,1.215,1.355,0.966,-221.6,20.15,3.36,2.981,4.142,3.651,0.449,1.832,0.1314,0.1762,-1.087,-0.132,-0.9374,0
"449",8.154,0.9634,2.323,2.657,1.398,1.518,2.123,1.873,2.031,1.223,1.115,1.367,0.8956,-192.1,18.66,-0.05188,-0.1101,5.475,4.058,-1.639,3.614,-0.7603,1.433,-1.013,0.9732,-0.775,0
"450",6.449,1.036,2.537,2.983,1.373,1.473,2.011,2.114,2.066,1.146,1.103,1.31,0.8293,-191.4,18.83,-0.851,-2.158,4.567,2.899,-1.304,4.99,-3.055,0.1884,-0.5041,0.1757,-0.6639,0
"451",5.403,0.8737,2.084,2.68,1.37,1.83,2.253,1.526,2.198,1.243,1.109,1.574,0.8879,-178.9,18.88,-0.3668,-1.341,4.51,2.523,-2.351,3.878,-2.4,0.7839,-0.3879,0.1634,-0.4302,0
"452",4.992,0.8537,2.062,2.435,1.388,1.543,1.988,1.79,2.058,1.248,1.09,1.355,0.8951,-180.3,18.39,-1.883,-2.697,5.011,2.808,-2.694,5.647,-2.022,2.174,-0.5593,-0.3471,-0.9825,0
"453",7.722,1.353,2.866,2.941,1.484,1.383,1.987,2.323,1.87,1.275,1.156,1.295,0.8256,-218.3,20.27,4.36,4.359,4.407,4.43,1.288,1.092,1.282,0.2401,-1.132,0.5626,-0.9201,0
"454",7.476,1.424,3.095,3.417,1.42,1.397,2.19,2.519,1.892,1.336,1.217,1.33,0.9083,-204.8,19.84,3.351,3.265,4.59,4.163,1.033,2.209,0.6746,0.5126,-0.7136,0.2869,-1.025,0
"455",7.576,1.14,1.97,2.277,1.63,2.261,1.586,2.04,1.875,1.191,1.184,1.658,1.072,-243.7,21.23,17.07,11.02,-5.852,-4.766,3.758,-1.188,5.715,2.119,1.421,-4.204,-0.3882,0
"456",149.4,5.063,2.212,2.327,1.84,2.119,1.885,1.717,2.115,1.301,1.161,1.685,1.053,-217.9,17.82,-0.08434,-1.548,2.248,0.941,-1.287,3.951,-2.235,0.462,0.5265,-0.3885,-0.5431,1
"457",52.95,2.059,2.377,3.016,1.83,2.405,2.157,1.936,2.536,1.189,1.251,1.953,0.9408,-213.3,18.5,0.0607,-1.498,3.115,1.787,-0.9234,4.037,-2.034,0.2651,0.5525,0.1721,-0.623,1
"458",7.175,1.38,1.699,1.812,1.816,1.504,1.427,1.471,1.48,1.239,1.174,1.346,0.9506,-229.6,17.68,0.1804,-2.013,3.988,0.8301,-1.728,2.762,-1.128,1.173,-0.08384,-0.5614,-0.008387,0
"459",6.563,1.112,2.815,3.161,1.317,1.53,2.313,2.253,2.066,1.273,1.134,1.346,0.8601,-197.6,20.23,3.579,3.453,5.159,4.366,0.5931,1.506,0.05842,0.2402,-0.8943,0.9143,-0.7623,0
"460",6.19,1.236,2.417,2.721,1.36,1.481,1.699,2.099,1.532,1.437,1.306,1.266,0.8016,-187.3,19.75,2.21,1.579,4.162,2.932,-0.4701,2.421,-0.04948,1.361,-0.04586,0.509,-0.5957,0
"461",9.854,1.335,2.118,2.251,1.649,1.804,1.539,1.964,1.637,1.254,1.338,1.495,0.9482,-181.8,18.92,-0.2162,-1.629,2.659,1.224,-1.468,4.13,-2.407,0.5549,0.3279,-0.2868,-0.5193,1
"462",6.319,1.21,2.769,3.14,1.431,1.644,2.39,2.095,2.176,1.32,1.133,1.351,0.8938,-197.6,18.85,0.1625,-0.1781,4.367,3.373,-0.9807,4.105,-0.686,1.269,-0.8667,0.01221,-1.166,0
"463",11.86,2.449,2.133,2.274,2.231,2.323,2.907,1.868,1.604,1.688,1.792,1.591,1.041,-244.1,18.31,10.28,5.336,0.5334,-2.318,-2.544,-1.544,4.987,4.758,-2.722,-4.372,1.371,0
"464",2.986,0.6849,1.171,1.246,1.256,1.298,1.248,1.294,1.046,1.123,1.052,1.091,0.8663,-183.9,18.5,-3.041,-5.053,4.371,1.267,-3.534,6.938,-4.395,0.7935,-0.1432,-1.72,-0.47,0
"465",3.963,0.7107,1.551,2.046,1.271,1.522,1.717,1.445,1.794,1.179,1.101,1.458,0.8574,-169.3,19.04,-1.275,-2.84,4.581,1.736,-3.242,4.756,-3.7,0.738,-0.3971,-1.011,-0.6796,0
"466",8.535,1.439,3.201,3.236,1.403,1.298,2.071,2.544,1.918,1.252,1.167,1.234,0.9134,-204.1,20.58,5.688,5.932,4.447,4.745,2.138,-0.2044,1.883,-0.08261,-0.9568,1.17,-0.832,0
"467",8.047,1.858,2.757,2.904,1.714,1.343,1.914,1.816,1.779,1.238,1.091,1.262,0.8059,-229.7,18.22,1.429,-0.2807,4.379,2.678,-0.2471,2.398,-0.4684,0.3877,0.03598,1.021,-0.7033,0
"468",10.02,1.573,4.128,4.334,1.664,1.565,3.025,2.949,2.8,1.389,1.256,1.317,0.8585,-225.5,19.65,4.085,3.824,4.383,4.7,1.658,1.319,1.037,-0.188,-0.4552,1.597,-0.7459,0
"469",97.41,2.489,3.245,3.651,1.719,1.399,2.225,2.408,2.176,1.235,1.104,1.274,0.9135,-226.5,17.48,-1.414,-2.934,4.255,2.464,-0.7716,5.376,-2.62,0.05552,0.3867,0.57,-0.3026,0
"470",7.287,1.116,2.814,3.097,1.524,1.454,2.014,2.426,2.088,1.242,1.135,1.319,0.8505,-195.7,18.95,0.025,-0.5318,5.051,3.412,-1.163,3.69,-1.765,0.7927,-0.5797,0.7037,-0.8916,0
"471",6.302,0.9902,2.4,2.587,1.395,1.419,1.854,2.137,1.86,1.272,1.061,1.253,0.8758,-186.8,19.41,1.234,0.8033,4.661,3.809,-0.4252,3.222,-1.136,0.3346,-0.7555,0.9576,-0.5743,0
"472",5.969,1.097,2.457,2.772,1.439,1.556,2.008,1.99,2.024,1.144,1.125,1.275,0.8002,-190.2,19.41,1.196,0.839,4.691,3.807,-0.3001,3.731,-0.6071,0.6741,-0.7933,0.2961,-0.9552,0
"473",6.052,1.031,2.436,2.941,1.37,1.719,2.279,2.02,2.371,1.241,1.055,1.545,0.8913,-192.3,17.91,-1.562,-2.131,5.542,3.23,-2.801,4.36,-1.801,1.701,-1.215,0.247,-0.5825,0
"474",5.229,0.8521,1.995,2.381,1.266,1.575,1.989,1.458,1.946,1.172,1.022,1.262,0.826,-167.7,18.83,-1.04,-1.331,5.745,3.641,-2.097,4.769,-2.234,1.092,-0.5373,0.4833,-0.7644,0
"475",312.6,9.584,2.093,2.192,1.936,2.342,1.789,1.614,2.004,1.119,1.251,2.115,1.165,-357.2,13.9,0.1845,-1.224,2.212,0.5345,-0.8593,3.751,-1.828,0.4153,0.5571,-0.7521,-0.9386,1
"476",6.619,0.9247,2.525,3.053,1.418,1.775,2.377,1.939,2.312,1.314,1.192,1.514,0.9296,-172.6,18.93,-0.324,-0.9272,5.551,3.649,-1.686,4.445,-2.04,0.9699,-0.5553,0.4723,-1.035,0
