"","MFCC Overall Standard Deviation0","MFCC Overall Standard Deviation1","MFCC Overall Standard Deviation2","MFCC Overall Standard Deviation3","MFCC Overall Standard Deviation4","MFCC Overall Standard Deviation5","MFCC Overall Standard Deviation6","MFCC Overall Standard Deviation7","MFCC Overall Standard Deviation8","MFCC Overall Standard Deviation9","MFCC Overall Standard Deviation10","MFCC Overall Standard Deviation11","MFCC Overall Standard Deviation12","MFCC Overall Average0","MFCC Overall Average1","MFCC Overall Average2","MFCC Overall Average3","MFCC Overall Average4","MFCC Overall Average5","MFCC Overall Average6","MFCC Overall Average7","MFCC Overall Average8","MFCC Overall Average9","MFCC Overall Average10","MFCC Overall Average11","MFCC Overall Average12"
"115",15.12,1.72,3.05,2.856,2.182,1.541,2.127,1.983,1.818,1.231,1.277,1.397,0.8864,-227.5,20.75,8.192,5.325,0.2514,1.75,4.429,0.4965,0.06081,-2.245,0.9393,0.5574,-0.653
"116",12.53,1.295,2.187,2.198,1.825,1.603,1.706,1.884,1.604,1.318,1.267,1.404,0.9971,-195.6,19.86,1.973,0.5593,2.713,2.273,0.807,3.675,-2.198,-0.7914,0.6014,0.2417,-0.9443
"117",14.65,1.231,2.818,3.044,1.723,1.608,1.92,2.274,1.927,1.335,1.26,1.313,0.8994,-191.3,20.93,4.536,3.406,2.336,2.054,0.9201,1.248,-0.4779,-0.3227,0.4925,-0.08914,-0.7021
"118",13.21,1.548,2.878,2.751,1.84,1.69,1.709,2.041,2.093,1.185,1.249,1.25,0.8201,-230.5,20.09,7.664,5.136,0.7839,1.599,3.076,-0.04351,1.587,-0.5529,0.4844,0.3525,-0.5777
"119",17.27,1.591,2.912,2.77,3.153,3.118,1.872,2.434,1.826,1.359,1.959,2.138,1.074,-220.3,20.19,5.968,3.737,0.9408,0.9847,1.906,0.2366,-0.05536,-1.028,0.5875,-0.263,-0.7025
"120",14.04,1.14,2.558,2.806,1.684,1.664,1.83,2.175,1.969,1.128,1.252,1.202,0.8565,-200.4,20.84,4.696,3.612,2.624,2.256,0.8732,0.8693,-0.2233,-0.08642,0.5257,0.2097,-0.7575
"121",12.12,1.186,2.35,2.349,1.609,1.549,1.591,1.973,1.755,1.174,1.232,1.359,0.9464,-209.5,21.6,6.94,5.013,-0.05572,0.3795,2.108,-0.09961,0.8339,-0.6264,0.5584,-1.142,-0.3025
"122",23.79,1.339,2.355,2.514,2.163,1.91,2.013,1.781,1.896,1.359,1.328,1.445,0.8831,-214,20.58,5.06,3.183,2.091,1.761,1.5,1.136,-0.5022,-0.6676,0.8319,0.05909,-0.6608
"123",10.39,1.469,2.708,2.61,2.056,1.616,1.808,2.225,1.658,1.4,1.308,1.36,0.9419,-221.7,19.54,3.144,0.8967,1.822,1.43,1.209,2.4,-1.792,-1.248,0.8508,0.4288,-0.5859
"124",10.4,1.731,2.805,2.584,1.758,1.406,1.865,1.765,1.751,1.212,1.097,1.204,0.7878,-236.1,20.73,14.91,11.57,0.3841,2.539,4.961,-4.551,3.955,-0.9071,-0.4906,0.7053,-0.5309
"125",7.787,1.205,1.913,1.869,1.525,1.266,1.394,1.721,1.344,1.215,1.141,1.153,0.89,-205.8,19.62,2.467,1.237,3.032,3.238,2.203,3.567,-1.693,-1.348,0.9123,1.374,-1.396
"126",16.32,1.731,2.725,2.5,2.22,1.649,1.973,2.022,1.727,1.462,1.305,1.281,0.994,-220.3,20.18,6.41,4.275,0.16,1.697,3.908,0.9495,0.385,-1.941,0.9251,0.6032,-0.8454
"127",14.15,1.843,2.724,2.635,2.052,1.511,1.892,1.972,2.048,1.199,1.226,1.114,0.9229,-240.3,18.64,7.935,5.305,3.011,3.413,2.635,-0.9068,1.651,-0.7341,0.08142,1.519,-0.8374
"128",18.39,1.296,3.326,3.42,1.789,1.596,2.456,2.27,2.302,1.245,1.193,1.352,0.8959,-215,20.64,5.71,3.745,1.601,2.124,2.851,1.157,-0.8268,-1.685,1.098,0.8138,-0.856
"129",7.576,1.199,2.131,2.001,2.226,1.876,1.654,1.674,1.528,1.25,1.51,1.462,0.9903,-192.1,20.78,3.62,1.724,1.329,1.236,1.381,2.688,-1.976,-1.233,1.212,-0.2281,-0.7548
"130",13.73,1.844,3.37,3.286,2.412,1.768,2.346,2.968,2.65,1.647,1.566,1.879,1.527,-193.3,20.57,4.408,2.276,0.2418,0.8298,2.657,2.897,-2.434,-2.615,1.404,-0.7337,-1.23
"131",14.94,1.421,2.539,2.926,2.086,2.038,1.886,2.724,2.154,1.58,1.515,1.625,1.252,-188.9,20.11,2.58,-0.3901,-0.8779,-0.3073,2.036,5.017,-3.468,-2.306,2.325,-1.102,-0.7992
"132",13.34,1.272,2.109,2.175,1.693,1.394,1.506,1.744,1.645,1.29,1.169,1.306,0.9594,-219.2,20.31,3.795,1.371,1.56,1.124,1.598,2.687,-2.124,-1.496,1.506,0.1153,-0.49
"133",20.43,1.525,3.073,2.895,1.69,1.762,1.924,1.968,1.873,1.098,1.298,1.378,0.8565,-221.8,21.33,7.958,4.925,-0.1974,-0.1295,1.851,-0.2826,0.2392,-0.7175,0.8197,-1.309,-0.1518
"134",13.1,1.642,2.732,2.465,2.276,1.579,1.857,1.937,1.711,1.235,1.296,1.231,0.8517,-226.8,19.67,5.848,3.821,1.937,2.624,3.043,0.5936,-0.1029,-1.695,0.669,1.535,-0.9934
"135",10.73,1.24,2.417,2.56,1.715,1.52,1.915,1.847,1.689,1.328,1.226,1.228,0.9673,-210.8,20.54,4.109,2.035,1.013,1.082,1.799,2.129,-1.715,-1.435,1.468,0.3377,-0.2956
"136",14.69,1.521,3.052,2.806,2.223,1.656,1.929,2.512,2.115,1.613,1.228,1.585,1.556,-214.8,20.81,6.738,4.49,0.02417,1.327,3.815,1.391,-0.3568,-2.171,1.059,-0.2419,-1.21
"137",12.82,1.482,2.903,3.091,1.706,1.558,2.332,2.184,2.087,1.507,1.186,1.344,0.9613,-209.8,20.29,3.762,2.11,1.853,1.645,1.231,2.254,-0.9005,-0.52,1.144,0.1553,-0.4437
"138",19.6,1.703,3.524,3.409,1.878,1.495,2.133,2.5,2.225,1.335,1.241,1.271,0.8499,-222.2,20.61,6.816,4.193,0.7286,1.441,3.07,0.7671,-0.2439,-1.574,0.9333,0.1709,-0.8605
"139",14.52,1.378,2.453,2.205,2.191,1.779,1.713,1.878,1.412,1.333,1.302,1.382,0.8974,-214.2,20.99,5.368,3.457,1.473,2.1,2.861,2.144,-0.7997,-1.584,0.9129,0.1367,-0.5787
"140",10.59,1.593,2.27,2.406,2.089,1.717,2.01,1.884,1.974,1.224,1.252,1.482,0.9576,-225.4,19.04,5.558,4.407,4.124,4.174,2.159,-0.4577,0.5834,-0.8915,-0.03904,2.246,-1.451
"141",17.77,1.995,2.846,2.651,1.872,1.609,1.662,1.77,1.495,1.216,1.376,1.22,0.9788,-243.4,19,7.962,3.866,0.5619,0.6538,2.527,0.5819,0.5648,-0.5806,0.4922,-0.4455,-0.6146
"142",11.91,1.312,2.133,2.142,2.149,1.668,1.757,1.75,1.5,1.19,1.24,1.415,0.8649,-217,19.98,3.876,2.657,3.13,3.008,1.562,1.787,-0.6308,-0.8149,0.2848,0.9376,-0.8302
"143",14.05,1.846,2.951,2.6,2.008,1.79,1.743,2.235,1.748,1.243,1.497,1.357,1.003,-237.9,20.19,11.63,6.928,-2.287,-0.6432,3.813,-0.9007,1.884,-0.5312,0.6003,-0.971,-0.4041
"144",16.4,2.012,2.783,2.695,2.508,1.798,1.916,2.018,1.918,1.24,1.238,1.316,0.9139,-236,19.02,7.358,5.308,3.357,3.708,2.847,-0.6943,1.937,-0.6771,-0.07116,1.43,-0.9727
"145",11.45,1.497,2.488,2.408,2.144,1.659,1.989,2.076,1.536,1.507,1.47,1.344,1.096,-210.3,19.82,3.062,0.9656,0.5848,1.047,2.143,3.49,-1.923,-1.574,1.305,-0.1423,-1.007
"146",14.67,1.541,2.857,2.856,2,1.532,1.742,2.377,1.941,1.102,1.219,1.191,0.8812,-228.6,19.5,5.654,4.055,3.024,2.946,1.884,0.1082,0.7597,-0.4781,0.2447,1.152,-0.9141
"147",21.52,2.182,3.731,3.289,1.972,1.689,2.195,2.088,2.092,1.116,1.354,1.373,0.914,-233.6,19.9,9.057,5.316,-0.3411,0.6846,3.059,-0.1146,1.28,-0.5312,0.6786,-0.3278,-0.5516
"148",19.35,1.467,2.2,2.069,1.987,1.824,1.834,1.756,1.871,1.344,1.309,1.362,1.558,-217.7,21.11,8.452,5.798,-0.8209,0.7701,3.527,-0.6118,0.8427,-1.756,1.175,0.2327,0.02062
"149",15.25,1.701,3.344,2.899,2.25,1.925,1.777,2.199,1.884,1.166,1.364,1.419,0.8779,-234,20.37,9.158,5.453,-0.6546,0.3268,3.356,-0.08772,1.348,-0.6552,0.7189,-0.5797,-0.5608
"150",10.29,1.654,2.13,1.809,1.878,1.551,1.507,1.596,1.478,1.025,1.134,1.303,0.841,-234.2,19.93,8.746,5.992,1.093,2.791,4.469,-0.3451,1.964,-1.563,0.3358,1.44,-0.7628
"151",17.16,1.865,3.142,3.146,1.648,1.659,2.199,2.226,2.119,1.406,1.22,1.36,0.9739,-233.1,19.6,7.331,4.479,1.056,1.565,2.733,0.1048,0.6337,-0.9065,0.6896,0.4036,-0.8659
"152",12.99,1.345,2.577,2.685,2.315,1.966,2.092,1.993,2.289,1.71,1.579,1.701,1.167,-214.4,20.25,4.393,1.725,0.6635,0.844,2.143,2.605,-1.858,-1.734,1.448,-0.2652,-0.826
"153",12.12,1.182,2.5,2.563,1.805,1.505,1.872,2.01,1.739,1.336,1.302,1.194,0.8733,-196.7,21.22,4.969,2.644,-0.248,0.8105,3.153,2.966,-1.566,-2.094,1.834,-0.3397,-0.4837
"154",6.289,1.168,2.028,2.055,1.309,1.298,1.539,1.687,1.467,1.213,1.143,1.196,0.8593,-206.3,20.79,4.789,3.541,1.347,1.016,0.5714,0.799,0.7818,0.4818,-0.2862,-1.266,-0.3689
"155",18.26,1.969,2.57,2.406,2.474,1.811,1.783,1.917,1.62,1.234,1.487,1.419,0.9396,-229.1,20.42,8.451,5.55,0.5419,1.494,3.328,-0.4575,1.234,-1.015,0.6492,0.4448,-0.5056
"156",18.15,1.433,2.996,3.032,2.024,1.657,2.085,2.29,1.969,1.567,1.315,1.253,0.9871,-214.6,20.93,5.687,3.601,0.4376,0.7121,1.827,1,0.1234,-0.5849,1.083,-0.7424,-0.4782
"157",15.07,1.473,3.128,3.093,2.19,1.946,2.063,2.137,1.825,1.346,1.285,1.416,0.9833,-220.2,21.72,9.081,6.138,-1.541,-0.6663,2.907,-0.9817,1.258,-0.6918,1.373,-1.141,0.02863
"158",17.54,1.529,2.677,2.575,2.305,2.133,1.937,2.094,1.896,1.349,1.47,1.523,1.325,-216.3,19.67,4.371,2.264,1.059,1.603,2.551,1.998,-0.9507,-1.497,1.526,1.101,-0.5596
"159",9.195,1.288,2.292,2.327,1.772,1.28,1.688,2.028,1.646,1.24,1.165,1.33,0.9094,-215.3,19.3,1.956,0.2612,3.083,2.335,0.8987,3.209,-2.401,-1.182,0.5379,0.8626,-0.9764
"160",14.03,1.231,2.603,2.814,1.482,1.457,2.043,1.91,2.089,1.255,1.261,1.265,0.8607,-202.9,20.49,4.177,3.319,2.873,1.878,-0.4048,0.7691,0.96,1.238,-0.7831,-1.064,-0.4829
"161",11.67,1.287,2.448,2.676,1.765,1.616,2.121,1.776,1.942,1.374,1.185,1.332,1.035,-207.6,20.35,3.905,2.185,1.816,1.878,1.859,2.045,-1.615,-1.377,1.165,0.7597,-0.7558
"162",16.05,1.236,2.827,2.759,1.76,1.773,1.751,2.078,1.955,1.121,1.361,1.326,0.982,-219.6,21.59,8.233,5.255,-1.437,-0.6662,2.556,-0.4167,0.6114,-0.8942,1.307,-1.195,-0.1036
"163",18.13,1.55,3.425,3.243,1.924,1.519,2.228,2.475,2.003,1.398,1.261,1.32,1.029,-218.8,20.94,6.629,3.871,-0.3829,-0.1334,1.963,0.4405,-0.1416,-1.027,1.011,-1.011,-0.4149
"164",20.63,2.125,2.55,2.322,2.642,2.242,1.664,1.908,1.698,1.414,1.453,1.575,1.068,-206.3,22.04,8.325,6.233,0.01032,1.023,3.216,-0.9322,-0.08047,-1.913,1.631,0.005901,-0.5485
"165",12.17,1.449,3.015,2.649,2.111,1.493,1.914,1.965,1.649,1.225,1.137,1.246,0.8512,-219.2,20.84,6.702,5.035,1.265,2.326,3.277,0.4124,0.6668,-1.402,0.3371,0.4798,-0.704
"166",14.26,1.244,2.155,1.975,2.336,1.958,1.627,1.875,1.628,1.851,1.297,1.936,0.9218,-217.7,21.5,6.858,4.007,-1.06,-0.4007,2.924,1.637,0.09315,-1.204,1.01,-1.931,-0.3733
"167",13.12,1.261,2.454,2.479,2.144,1.81,1.656,2.05,1.682,1.308,1.316,1.404,0.8552,-200.8,21.16,5.311,3.582,0.8272,1.572,2.669,1.912,-0.5913,-1.463,1.037,-0.08979,-0.3056
"168",17.68,1.227,2.551,2.714,1.845,1.669,2.049,1.865,1.892,1.379,1.303,1.332,0.9175,-192.4,21.55,5.332,2.798,-0.5497,-0.09051,2.242,2.096,-1.363,-1.535,1.966,-1.036,-0.3628
"169",14.56,1.603,2.674,2.332,2.304,1.755,1.907,2.119,1.914,1.513,1.355,1.532,0.9103,-221.9,20.19,6.712,4.83,1.035,2.332,3.798,0.2891,0.198,-2.14,0.4071,0.9235,-0.8483
"170",20.75,2.252,2.698,2.311,1.612,1.323,1.618,1.872,1.498,1.124,1.117,1.088,0.9278,-237.6,18.9,6,2.658,1.123,0.6,1.148,0.7696,-0.3573,-0.4705,0.496,-0.6036,-0.4643
"171",16.33,1.857,2.731,2.598,1.674,1.386,2.195,1.932,1.848,1.24,1.245,1.261,0.9545,-235.1,20.23,10.68,7.065,-0.1117,1.719,4.539,-1.087,1.523,-1.48,0.5853,0.6985,-0.957
"172",11.32,1.179,2.754,2.622,1.712,1.514,1.772,2.193,1.579,1.245,1.317,1.311,1.12,-221.1,21.86,8.45,5.722,-0.9897,-0.3694,2.614,-0.6378,0.8718,-0.7578,1.091,-1.347,-0.2043
"173",15.94,1.426,2.439,2.214,1.672,1.382,1.763,1.856,1.709,1.191,1.11,1.308,0.9204,-226,20.07,5.461,2.779,0.7177,1.043,2.383,1.468,-0.6681,-1.398,0.8751,0.02108,-0.6228
"174",17.75,1.229,2.57,2.719,1.476,1.431,2.02,1.934,2.075,1.324,1.117,1.197,0.8942,-186.2,21.39,4.877,2.525,-0.2895,0.2605,2.404,2.538,-1.582,-1.742,1.809,-0.967,-0.6551
"175",18.18,1.871,2.506,2.468,2.458,2.146,1.805,1.847,2.073,1.313,1.51,1.437,0.9508,-226.8,19.3,5.476,3.223,1.534,2.354,3.383,1.468,-0.05634,-1.747,1.048,1.004,-1.028
"176",16.71,1.389,2.905,2.518,2.375,1.839,1.727,2.366,2.373,2.171,1.601,1.681,2.209,-210.4,21.18,7.961,5.625,-0.4392,1.115,3.475,-0.3808,0.04326,-2.315,1.462,0.4188,0.08956
"177",13.99,1.259,2.505,2.457,1.938,1.492,2.005,1.855,1.816,1.439,1.391,1.19,0.8968,-203.8,21.07,5.465,4.356,2.028,2.467,2.334,0.9094,0.01882,-0.8703,0.7037,0.4792,-0.8119
"178",11.66,1.144,2.338,2.392,1.631,1.557,1.788,1.822,1.697,1.204,1.251,1.174,0.9304,-215.7,21.28,6.787,4.883,0.1082,0.5069,2.03,-0.2006,0.8837,-0.5531,0.3553,-0.9211,-0.2141
"179",13.56,1.578,2.372,2.351,1.978,1.513,1.701,1.82,1.616,1.109,1.309,1.255,0.8724,-230.2,19.86,5.742,3.316,1.617,1.574,1.951,0.728,0.03565,-0.8813,0.4287,0.2013,-0.3666
"180",21.32,1.329,2.88,3.043,2.055,1.842,2.114,2.433,2.164,1.307,1.34,1.456,1.024,-202.6,20.65,5.038,3.799,2.676,2.876,2.091,1.203,-0.6043,-1.101,0.5559,0.804,-0.9448
"181",13.19,2.275,3.163,2.85,2.073,1.599,2.039,2.049,1.853,1.25,1.251,1.259,0.919,-240.8,20.02,12.8,8.77,-0.6002,1.33,4.581,-2.14,2.741,-0.765,0.2374,0.3353,-0.7011
"182",15.85,2.335,2.625,2.231,1.778,1.52,1.516,1.582,1.433,1.21,1.149,1.259,0.8245,-252.4,17.57,10.54,5.686,1.743,2.229,3.061,-0.6079,1.081,-0.6071,0.3708,1.148,-0.6856
"183",14.63,1.327,2.582,2.568,1.918,1.577,1.995,1.9,1.73,1.358,1.401,1.32,0.8318,-199.9,21.11,5.304,3.657,0.9452,2.111,3.53,2.327,-0.8192,-2.024,1.121,0.2165,-0.735
"184",13.47,1.199,2.358,2.419,1.791,1.629,1.754,1.908,1.711,1.22,1.31,1.235,0.9841,-210.8,21.5,6.043,3.62,-0.5743,-0.4546,1.929,1.351,0.1266,-0.5129,1.162,-1.801,-0.3829
"185",17.37,1.304,2.736,2.467,1.829,1.705,1.708,1.836,1.672,1.166,1.283,1.405,0.8332,-220.2,21.67,8.353,5.513,-0.6259,-0.3988,1.668,-1.237,0.3993,-0.7882,0.7868,-1.306,-0.01423
"186",10.87,1.355,2.514,2.627,2.086,1.956,1.625,2.633,1.721,1.471,1.569,1.506,1.182,-198.3,20.45,3.388,0.2589,-1.205,-0.566,2.731,4.678,-2.903,-2.1,2.84,-0.9298,-0.625
"187",15.46,1.793,3.287,3.039,1.78,1.634,1.957,2.041,2.03,1.261,1.13,1.38,0.874,-236.6,19.24,7.068,4.046,1.505,1.95,2.854,0.3952,0.4403,-1.015,0.6473,0.7018,-1.014
"188",14.32,1.188,2.166,2.177,1.793,1.586,1.763,1.731,1.799,1.231,1.258,1.452,0.8713,-198.1,20.96,4.574,2.696,0.6865,1.677,3.075,2.957,-1.453,-2.096,1.237,-0.1031,-0.6063
"189",17.18,1.696,2.943,3.017,1.971,1.812,1.951,2.147,1.844,1.118,1.224,1.399,0.9616,-229.9,21.08,8.597,5.276,-0.1804,-0.2094,1.662,-0.9719,0.5497,-0.5286,0.9641,-1.045,0.05529
"190",11.07,1.984,2.297,2.095,1.941,1.583,1.559,1.71,1.417,1.146,1.106,1.374,0.9099,-244.5,19.41,9.938,5.809,0.4249,1.66,4.162,0.01287,1.064,-1.427,0.1001,0.2746,-0.7624
"191",15.66,1.391,2.751,2.815,1.989,1.653,2.025,2.02,2.08,1.254,1.367,1.464,0.9452,-220.9,20.93,6.519,3.942,0.2736,1.068,3.183,1.069,-0.9754,-2.086,1.474,0.245,-0.563
"192",11,1.248,2.225,2.391,2.128,1.841,1.816,1.889,2.002,1.455,1.427,1.294,0.918,-192.9,20.39,4.097,3.577,3.855,3.426,0.6836,1.05,0.2538,0.312,-0.1438,0.7977,-0.8416
"193",21.78,1.331,2.995,3.02,1.77,1.411,2.262,2.031,2.061,1.277,1.082,1.266,0.7943,-213.7,20.51,4.731,2.46,0.6665,0.5867,1.384,1.551,-0.7111,-0.7384,1.036,-0.6189,-0.5451
"194",24.58,1.45,3.091,2.93,2.167,1.888,2.112,2.247,1.913,1.347,1.367,1.425,0.9246,-211.2,21.09,6.105,3.038,-0.6467,0.2662,3.34,2.641,-1.085,-1.847,1.952,-0.6772,-0.3532
"195",14.17,1.527,2.457,2.677,1.969,1.55,1.814,1.893,1.717,1.187,1.245,1.383,0.8925,-227.2,19.75,4.301,2.13,2.252,1.848,1.782,1.895,-0.8347,-1.051,0.803,0.3329,-0.7345
"196",15.12,1.94,3.421,2.477,2.422,1.749,2.098,1.959,1.95,1.323,1.266,1.241,0.8304,-237.2,19.52,10.3,6.974,1.101,2.969,4.645,-0.872,2.082,-1.424,0.01445,1.311,-0.8512
"197",18.03,2.399,2.426,2.441,1.964,1.622,1.81,1.582,1.728,1.243,1.324,1.353,0.8902,-236.6,19.57,8.22,4.509,0.2147,1.212,3.705,0.3088,0.07867,-1.8,1.048,0.5927,-0.7733
"198",20.09,1.242,2.627,2.811,1.676,1.602,1.984,1.964,2.038,1.187,1.182,1.278,0.8084,-209.2,20.39,4.018,2.311,2.351,1.241,-0.2127,1.045,-0.485,0.1644,0.2031,-0.6588,-0.282
"199",13.01,1.732,3.916,3.481,2.283,1.632,2.096,2.845,2.033,1.45,1.267,1.396,1.093,-228.4,20.05,7.367,5.018,1.305,2.054,3.108,-0.03237,0.5792,-1.255,0.4554,0.5667,-0.9134
"200",10.42,1.52,2.481,2.385,2.01,1.554,1.749,2.025,1.595,1.313,1.197,1.417,0.9487,-221.9,19.71,3.541,1.654,1.768,1.606,1.844,2.408,-1.306,-1.284,0.5945,0.1446,-0.7576
"201",19.97,2.886,2.903,2.823,1.947,1.567,1.822,1.752,1.39,1.303,1.045,1.256,0.9624,-254.4,17.99,9.955,4.134,0.008434,0.1455,2.963,0.5837,0.4529,-0.8191,0.4903,-0.7851,-0.34
"202",14.42,1.457,2.456,2.356,2.137,1.66,1.669,2.188,1.661,1.319,1.355,1.603,0.9962,-219.6,19.86,3.159,0.9453,1.958,1.362,1.081,2.631,-2.283,-1.46,0.8741,-0.01772,-0.648
"203",20.29,1.105,2.674,2.825,1.598,1.628,1.975,1.876,2.057,1.022,1.064,1.282,0.806,-205.6,20.89,4.95,3.447,1.762,1.266,0.5599,0.6358,0.1949,0.1582,0.4572,-0.4017,-0.2744
"204",21.02,1.59,3.519,3.368,2.345,1.733,2.509,2.386,2.028,1.485,1.367,1.366,0.9953,-205.5,21.67,6.533,3.751,-1.211,-0.4782,2.812,1.127,-0.9809,-1.945,1.691,-1.204,-0.2057
"205",11.99,1.207,2.301,2.276,2.069,1.684,1.78,2.022,1.703,1.139,1.309,1.318,0.9315,-218.4,20.57,6.441,4.501,-0.3758,0.6259,2.749,0.1791,1.061,-0.7873,0.8489,-0.3239,-0.6221
"206",12.07,1.458,2.577,2.735,1.89,1.682,1.778,2.113,1.951,1.405,1.337,1.446,1.004,-212.7,19.87,3.679,2.038,1.778,2.12,2.217,2.448,-1.075,-1.238,0.9744,0.7692,-1.022
"207",17.91,1.426,2.592,2.343,2.195,1.694,1.745,2.09,1.657,1.38,1.347,1.568,0.8639,-220.4,21.17,7.628,5.373,0.8478,2.015,4.001,0.5342,-0.1586,-2.21,0.78,0.4539,-0.8559
"208",11.1,1.728,2.328,2.149,1.843,1.432,1.576,1.651,1.407,1.089,1.125,1.248,0.8654,-239.6,19.95,9.632,6.372,0.9511,2.165,4.064,-0.6799,1.454,-1.331,0.07046,0.546,-0.9161
"209",11.31,1.761,2.833,2.571,2.114,1.435,1.962,1.69,1.599,1.163,1.143,1.312,0.8394,-235.7,19.2,6.73,3.887,1.377,2.178,3.464,0.7888,0.9505,-1.218,0.3853,0.767,-1.054
"210",16.22,1.735,2.625,2.357,2.32,1.788,1.567,2.239,1.796,1.32,1.471,1.365,0.8985,-236.5,18.89,6.26,2.841,0.6709,1.67,3.627,1.943,-0.114,-1.574,1.14,0.6985,-0.9992
"211",12.47,1.605,2.714,2.459,1.996,1.631,1.597,1.997,1.694,1.197,1.294,1.244,0.8538,-225.7,21.03,8.282,5.981,0.6101,2.017,4.144,-0.2479,0.6073,-1.915,0.5702,0.5825,-0.8051
"212",15.17,1.124,2.196,2.476,1.536,1.442,1.866,1.731,1.915,1.296,1.18,1.207,0.8896,-202.3,20.22,3.217,2.288,2.837,2.09,0.04732,1.827,-0.09846,0.5482,0.01359,-0.2044,-0.5215
"213",11.68,1.45,2.478,2.294,1.957,1.484,1.768,1.947,1.568,1.24,1.192,1.191,0.9384,-221.8,20.36,6.331,4.158,-0.3102,1.26,3.941,1.271,0.3999,-1.784,1.036,0.2042,-0.787
"214",13.31,1.212,2.244,2.307,1.6,1.482,1.733,1.822,1.647,1.152,1.332,1.249,0.9491,-205.4,20.8,4.849,3.884,2.343,1.762,0.2995,0.0866,0.4059,-0.006374,-0.6042,-0.6835,-0.4427
"215",10.82,1.214,2.118,2.158,1.763,1.633,1.671,1.863,1.592,1.285,1.253,1.34,0.8701,-187.7,19.53,1.325,0.6991,4.164,2.604,-1.55,2.536,-1.068,1.072,-0.4654,0.1504,-0.48
"216",12.6,1.382,2.467,2.388,2.017,1.745,1.719,1.967,1.475,1.34,1.373,1.321,0.9875,-220.3,21.12,6.747,4.08,-0.6835,-0.5472,1.855,0.374,0.4834,-0.3505,0.9069,-1.383,-0.08928
"217",15.6,1.549,2.882,2.897,2.008,1.526,2.024,2.136,1.854,1.32,1.142,1.4,0.8048,-221.4,20.31,5.739,4.252,3.258,3.227,2.232,0.4979,0.07385,-0.9268,-0.01355,0.8557,-0.9416
"218",15.56,2.514,3.366,2.812,2.2,1.778,1.898,1.845,1.57,1.318,1.235,1.231,1.019,-255.3,18.36,11.44,5.403,-0.5299,-0.1487,3.434,0.7766,1.188,-0.3167,0.5987,-0.9852,-0.5292
"219",14.03,1.565,2.558,2.382,2.07,1.552,1.726,1.698,1.479,1.154,1.235,1.33,0.8534,-223,20.31,5.311,2.859,0.8253,1.505,2.877,1.859,-0.9704,-1.806,1.157,0.4016,-0.6813
"220",10.15,1.53,2.387,2.269,2.107,1.738,1.714,1.916,1.631,1.115,1.331,1.31,0.9368,-230.9,19.74,6.741,4.792,2.164,2.78,2.734,-0.2671,0.9986,-1.068,0.08712,1.083,-0.9487
"221",17,1.169,2.35,2.35,1.839,1.715,2.023,1.594,1.637,1.25,1.191,1.296,0.8973,-183.9,22.44,7.324,4.472,-1.997,-0.5909,3.778,1.378,-1.037,-2.552,2.431,-1.296,-0.3136
"222",20.68,1.676,2.526,2.702,1.633,1.612,1.986,1.997,2.017,1.173,1.149,1.362,0.9132,-193.6,21.24,4.935,2.945,0.4267,0.725,1.948,1.838,-1.123,-1.267,1.46,-0.607,-0.6037
"223",14.53,1.384,2.774,2.963,1.806,1.749,1.878,2.441,2.035,1.506,1.455,1.607,0.9247,-203.3,21.43,6.319,4.376,0.07396,0.5861,2.295,0.7564,0.3966,-0.7245,1.106,-0.6617,-0.2766
"224",7.498,1.341,2.125,2.091,1.825,1.421,1.449,1.901,1.449,1.138,1.201,1.202,0.836,-212,19.52,2.046,0.5454,3.112,2.629,1.131,3.512,-2.26,-1.321,0.2971,0.7131,-0.7001
"225",19.45,2.528,2.631,2.49,1.976,1.747,1.532,1.623,1.531,1.267,1.262,1.362,0.8658,-258.3,18.23,11.4,5.436,-0.5911,-0.2785,3.519,0.7507,1.692,-0.1562,0.5994,-1.087,-0.5159
"226",16,2.326,3.794,3.109,1.734,1.431,1.772,2.052,1.853,1.193,1.283,1.152,0.8835,-249.9,17.76,10.64,5.898,1.403,2.379,3.742,-0.2795,0.8533,-1.061,0.09795,0.8701,-0.7639
"227",17.3,1.84,3.061,2.912,1.666,1.597,1.955,2.171,1.901,1.226,1.188,1.321,0.8394,-233.8,19.64,7.472,4.455,0.8623,1.605,2.971,0.1493,0.6111,-1.131,0.8247,0.5523,-0.9356
"228",11.82,1.188,2.196,2.11,2.067,1.681,1.589,1.856,1.865,1.217,1.275,1.409,0.9356,-213,20.68,4.937,3.127,1.549,2.339,2.957,2.139,-1.03,-1.872,0.856,0.5911,-0.9511
"229",11.71,1.174,2.356,2.449,1.662,1.601,1.719,1.997,1.755,1.184,1.352,1.063,0.9406,-214.7,21.19,6.633,4.628,-0.048,0.3482,2.025,0.01602,0.7895,-0.4893,0.6336,-0.9233,-0.2305
"230",16.48,1.334,2.554,2.69,2.391,2.17,2.216,2.393,1.74,1.656,1.558,1.847,1.08,-189.9,20.49,3.967,2.677,2.102,2.13,1.17,1.954,-0.5456,-0.4731,0.7613,0.2702,-0.5869
"231",13.99,1.451,2.48,2.494,1.845,1.605,1.632,2.041,1.779,1.262,1.305,1.263,0.9252,-218.9,20.56,5.629,3.343,-0.002511,0.3648,1.978,0.8804,-0.1651,-0.8108,1.176,-0.3509,-0.4072
